emotion,confidence_min,confidence_max,response
caring,0,0.3,I’d like to understand more about caring and what might be triggering it.
caring,0,0.3,It seems like you're feeling caring and I’m here to support you.
caring,0,0.3,It sounds like you're going through caring and how you’re managing it.
caring,0,0.3,Could you share more about caring and what might be triggering it.
caring,0,0.3,Let's talk more about the feeling of caring and I’m here to support you.
caring,0,0.3,This is an opportunity to explore caring and let’s explore what we can do about it.
caring,0,0.3,Let's talk more about the feeling of caring and I’m here to support you.
caring,0,0.3,Let's talk more about the feeling of caring and how it’s affecting you right now.
caring,0,0.3,You might be experiencing caring and let’s explore what we can do about it.
caring,0,0.3,Let's talk more about the feeling of caring and I’m here to listen.
caring,0.3,0.7,Could you share more about caring and what might be triggering it.
caring,0.3,0.7,It seems like you're feeling caring and I’m here to listen.
caring,0.3,0.7,Could you share more about caring and I’m here to listen.
caring,0.3,0.7,This could be a moment of caring and what it means to you.
caring,0.3,0.7,You might be experiencing caring and let’s explore what we can do about it.
caring,0.3,0.7,Could you share more about caring and how it’s affecting you right now.
caring,0.3,0.7,This could be a moment of caring and I’m here to support you.
caring,0.3,0.7,I’d like to understand more about caring and let’s explore what we can do about it.
caring,0.3,0.7,You might be experiencing caring and how it’s affecting you right now.
caring,0.3,0.7,Let's talk more about the feeling of caring and what might be triggering it.
caring,0.3,0.7,Could you share more about caring and what might be triggering it.
caring,0.3,0.7,Let's talk more about the feeling of caring and I’m here to listen.
caring,0.3,0.7,It sounds like you're going through caring and how it’s affecting you right now.
caring,0.3,0.7,It sounds like you're going through caring and I’m here to listen.
caring,0.3,0.7,It sounds like you're going through caring —let's take a moment to reflect on it.
caring,0.3,0.7,I'm sensing a strong emotion of caring and let’s explore what we can do about it.
caring,0.3,0.7,You might be experiencing caring and I’m here to support you.
caring,0.3,0.7,It sounds like you're going through caring and what it means to you.
caring,0.3,0.7,Let's talk more about the feeling of caring and I’m here to support you.
caring,0.3,0.7,It’s okay to feel caring and how it’s affecting you right now.
caring,0.7,1,Let's talk more about the feeling of caring and what it means to you.
caring,0.7,1,I'm sensing a strong emotion of caring and what it means to you.
caring,0.7,1,It sounds like you're going through caring and what might be triggering it.
caring,0.7,1,It sounds like you're going through caring and I’m here to support you.
caring,0.7,1,It sounds like you're going through caring and how it’s affecting you right now.
caring,0.7,1,It’s okay to feel caring and how you’re managing it.
caring,0.7,1,Could you share more about caring and it’s important to process it together.
caring,0.7,1,This could be a moment of caring and how it’s affecting you right now.
caring,0.7,1,I'm sensing a strong emotion of caring and let’s explore what we can do about it.
caring,0.7,1,It seems like you're feeling caring and how it’s affecting you right now.
caring,0.7,1,This is an opportunity to explore caring and how you’re managing it.
caring,0.7,1,I'm sensing a strong emotion of caring and how it’s affecting you right now.
caring,0.7,1,Let's talk more about the feeling of caring and what it means to you.
caring,0.7,1,This could be a moment of caring in this moment—let’s talk through it.
caring,0.7,1,I'm sensing a strong emotion of caring —let's take a moment to reflect on it.
caring,0.7,1,It’s okay to feel caring and it’s important to process it together.
caring,0.7,1,It sounds like you're going through caring in this moment—let’s talk through it.
caring,0.7,1,Could you share more about caring and I’m here to support you.
caring,0.7,1,I’d like to understand more about caring and how you’re managing it.
caring,0.7,1,It sounds like you're going through caring and what it means to you.
confusion,0,0.3,I'm sensing a strong emotion of confusion in this moment—let’s talk through it.
confusion,0,0.3,It seems like you're feeling confusion in this moment—let’s talk through it.
confusion,0,0.3,I'm sensing a strong emotion of confusion and let’s explore what we can do about it.
confusion,0,0.3,It sounds like you're going through confusion and what might be triggering it.
confusion,0,0.3,It sounds like you're going through confusion and let’s explore what we can do about it.
confusion,0,0.3,It’s okay to feel confusion and it’s important to process it together.
confusion,0,0.3,Let's talk more about the feeling of confusion and I’m here to support you.
confusion,0,0.3,This is an opportunity to explore confusion and what it means to you.
confusion,0,0.3,I’d like to understand more about confusion and it’s important to process it together.
confusion,0,0.3,It sounds like you're going through confusion and how it’s affecting you right now.
confusion,0,0.3,It’s okay to feel confusion and it’s important to process it together.
confusion,0,0.3,I'm sensing a strong emotion of confusion and I’m here to support you.
confusion,0,0.3,This could be a moment of confusion in this moment—let’s talk through it.
confusion,0,0.3,I’d like to understand more about confusion and I’m here to listen.
confusion,0,0.3,I’d like to understand more about confusion and it’s important to process it together.
confusion,0,0.3,It seems like you're feeling confusion and I’m here to listen.
confusion,0,0.3,This is an opportunity to explore confusion and how it’s affecting you right now.
confusion,0,0.3,You might be experiencing confusion and let’s explore what we can do about it.
confusion,0,0.3,This is an opportunity to explore confusion and let’s explore what we can do about it.
confusion,0,0.3,This could be a moment of confusion and what might be triggering it.
confusion,0.3,0.7,I'm sensing a strong emotion of confusion and how you’re managing it.
confusion,0.3,0.7,It’s okay to feel confusion and let’s explore what we can do about it.
confusion,0.3,0.7,It sounds like you're going through confusion and I’m here to support you.
confusion,0.3,0.7,This could be a moment of confusion in this moment—let’s talk through it.
confusion,0.3,0.7,Let's talk more about the feeling of confusion and what might be triggering it.
confusion,0.3,0.7,It sounds like you're going through confusion in this moment—let’s talk through it.
confusion,0.3,0.7,This is an opportunity to explore confusion and what it means to you.
confusion,0.3,0.7,Could you share more about confusion in this moment—let’s talk through it.
confusion,0.3,0.7,It sounds like you're going through confusion in this moment—let’s talk through it.
confusion,0.3,0.7,Could you share more about confusion and it’s important to process it together.
confusion,0.3,0.7,Could you share more about confusion and what it means to you.
confusion,0.3,0.7,I’d like to understand more about confusion and what might be triggering it.
confusion,0.3,0.7,This could be a moment of confusion and I’m here to support you.
confusion,0.3,0.7,It’s okay to feel confusion and how it’s affecting you right now.
confusion,0.3,0.7,It sounds like you're going through confusion and let’s explore what we can do about it.
confusion,0.3,0.7,This is an opportunity to explore confusion and how it’s affecting you right now.
confusion,0.3,0.7,It sounds like you're going through confusion and it’s important to process it together.
confusion,0.3,0.7,Let's talk more about the feeling of confusion —let's take a moment to reflect on it.
confusion,0.3,0.7,You might be experiencing confusion and what might be triggering it.
confusion,0.3,0.7,It seems like you're feeling confusion and what might be triggering it.
confusion,0.7,1,It’s okay to feel confusion and what it means to you.
confusion,0.7,1,This is an opportunity to explore confusion and what it means to you.
confusion,0.7,1,I'm sensing a strong emotion of confusion and what might be triggering it.
confusion,0.7,1,It’s okay to feel confusion —let's take a moment to reflect on it.
confusion,0.7,1,I'm sensing a strong emotion of confusion and how you’re managing it.
confusion,0.7,1,It’s okay to feel confusion and what might be triggering it.
confusion,0.7,1,I’d like to understand more about confusion and what it means to you.
confusion,0.7,1,Could you share more about confusion and what it means to you.
confusion,0.7,1,It seems like you're feeling confusion and what it means to you.
confusion,0.7,1,Could you share more about confusion —let's take a moment to reflect on it.
confusion,0.7,1,You might be experiencing confusion in this moment—let’s talk through it.
confusion,0.7,1,This could be a moment of confusion and it’s important to process it together.
confusion,0.7,1,It sounds like you're going through confusion —let's take a moment to reflect on it.
confusion,0.7,1,It’s okay to feel confusion and what it means to you.
confusion,0.7,1,I'm sensing a strong emotion of confusion and how it’s affecting you right now.
confusion,0.7,1,Let's talk more about the feeling of confusion and how you’re managing it.
